Price,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,AAPL,MSFT,AAPL,MSFT,AAPL,MSFT,AAPL,MSFT,AAPL,MSFT
Date,,,,,,,,,,
2025-09-09,234.35000610351562,498.4100036621094,238.77999877929688,502.25,233.36000061035156,497.70001220703125,237.0,501.42999267578125,66313900,14410500
2025-09-10,226.7899932861328,500.3699951171875,232.4199981689453,503.2300109863281,225.9499969482422,496.7200012207031,232.19000244140625,502.9800109863281,83440800,21611800
2025-09-11,230.02999877929688,501.010009765625,230.4499969482422,503.1700134277344,226.64999389648438,497.8800048828125,226.8800048828125,502.25,50208600,18881600
2025-09-12,234.07000732421875,509.8999938964844,234.50999450683594,512.5499877929688,229.02000427246094,503.8500061035156,229.22000122070312,506.6499938964844,55824200,23624900
2025-09-15,236.6999969482422,515.3599853515625,238.19000244140625,515.469970703125,235.02999877929688,507.0,237.0,508.7900085449219,42699500,17143800
2025-09-16,238.14999389648438,509.0400085449219,241.22000122070312,517.22998046875,236.32000732421875,508.6000061035156,237.17999267578125,516.8800048828125,63421100,19711900
2025-09-17,238.99000549316406,510.0199890136719,240.10000610351562,511.2900085449219,237.72999572753906,505.92999267578125,238.97000122070312,510.6199951171875,46508000,15816600
2025-09-18,237.8800048828125,508.45001220703125,241.1999969482422,513.0700073242188,236.64999389648438,507.6600036621094,239.97000122070312,511.489990234375,44249600,18913700
2025-09-19,245.5,517.9299926757812,246.3000030517578,519.2999877929688,240.2100067138672,510.30999755859375,241.22999572753906,510.55999755859375,163741300,52474100
2025-09-22,256.0799865722656,514.4500122070312,256.6400146484375,517.739990234375,248.1199951171875,512.5399780273438,248.3000030517578,515.5900268554688,105517400,20009300
2025-09-23,254.42999267578125,509.2300109863281,257.3399963378906,514.5900268554688,253.5800018310547,507.30999755859375,255.8800048828125,513.7999877929688,60275200,19799600
2025-09-24,252.30999755859375,510.1499938964844,255.74000549316406,512.47998046875,251.0399932861328,506.9200134277344,255.22000122070312,510.3800048828125,42303700,13533700
2025-09-25,256.8699951171875,507.0299987792969,257.1700134277344,510.010009765625,251.7100067138672,505.0400085449219,253.2100067138672,508.29998779296875,55202100,15786500
2025-09-26,255.4600067138672,511.4599914550781,257.6000061035156,513.9400024414062,253.77999877929688,506.6199951171875,254.10000610351562,510.05999755859375,46076300,16213100
2025-09-29,254.42999267578125,514.5999755859375,255.0,516.8499755859375,253.00999450683594,508.8800048828125,254.55999755859375,511.5,40127700,17617800
2025-09-30,254.6300048828125,517.9500122070312,255.9199981689453,518.1599731445312,253.11000061035156,509.6600036621094,254.86000061035156,513.239990234375,37704300,19728200
2025-10-01,255.4499969482422,519.7100219726562,258.7900085449219,520.510009765625,254.92999267578125,511.69000244140625,255.0399932861328,514.7999877929688,48713900,22632300
2025-10-02,257.1300048828125,515.739990234375,258.17999267578125,521.5999755859375,254.14999389648438,510.67999267578125,256.5799865722656,517.6400146484375,42630200,21222900
2025-10-03,258.0199890136719,517.3499755859375,259.239990234375,520.489990234375,253.9499969482422,515.0,254.6699981689453,517.0999755859375,49155600,15112300
2025-10-06,256.69000244140625,528.5700073242188,259.07000732421875,531.030029296875,255.0500030517578,518.2000122070312,257.989990234375,518.6099853515625,44664100,21388600
2025-10-07,256.4800109863281,523.97998046875,257.3999938964844,529.7999877929688,255.42999267578125,521.4400024414062,256.80999755859375,528.2899780273438,31955800,14615200
2025-10-08,258.05999755859375,524.8499755859375,258.5199890136719,526.9500122070312,256.1099853515625,523.0900268554688,256.5199890136719,523.280029296875,36465000,13344800
